Date,SKU_ID,Units_Sold
2024-01-29,SKU_20,145
2024-01-30,SKU_20,101
2024-01-31,SKU_20,111
2024-02-01,SKU_20,96
2024-02-02,SKU_20,163
2024-02-03,SKU_20,115
2024-02-04,SKU_20,129
2024-02-05,SKU_20,142
2024-02-06,SKU_20,141
2024-02-07,SKU_20,113
2024-02-08,SKU_20,131
2024-02-09,SKU_20,130
2024-02-10,SKU_20,127
2024-02-11,SKU_20,134
2024-02-12,SKU_20,150
2024-02-13,SKU_20,134
2024-02-14,SKU_20,136
2024-02-15,SKU_20,128
2024-02-16,SKU_20,136
2024-02-17,SKU_20,129
2024-02-18,SKU_20,149
2024-02-19,SKU_20,153
2024-02-20,SKU_20,142
2024-02-21,SKU_20,127
2024-02-22,SKU_20,146
2024-02-23,SKU_20,136
2024-02-24,SKU_20,129
2024-02-25,SKU_20,140
2024-02-26,SKU_20,146
2024-02-27,SKU_20,168
2024-02-28,SKU_20,148
2024-02-29,SKU_20,140
2024-03-01,SKU_20,138
2024-03-02,SKU_20,130
2024-03-03,SKU_20,145
2024-03-04,SKU_20,145
2024-03-05,SKU_20,135
2024-03-06,SKU_20,150
2024-03-07,SKU_20,147
2024-03-08,SKU_20,129
2024-03-09,SKU_20,125
2024-03-10,SKU_20,157
2024-03-11,SKU_20,135
2024-03-12,SKU_20,170
2024-03-13,SKU_20,135
2024-03-14,SKU_20,140
2024-03-15,SKU_20,124
2024-03-16,SKU_20,152
2024-03-17,SKU_20,143
2024-03-18,SKU_20,158
2024-03-19,SKU_20,165
2024-03-20,SKU_20,143
2024-03-21,SKU_20,163
2024-03-22,SKU_20,170
2024-03-23,SKU_20,157
2024-03-24,SKU_20,148
2024-03-25,SKU_20,163
2024-03-26,SKU_20,143
2024-03-27,SKU_20,165
2024-03-28,SKU_20,149
2024-03-29,SKU_20,155
2024-03-30,SKU_20,156
2024-03-31,SKU_20,164
2024-04-01,SKU_20,162
2024-04-02,SKU_20,188
2024-04-03,SKU_20,165
2024-04-04,SKU_20,152
2024-04-05,SKU_20,140
2024-04-06,SKU_20,140
2024-04-07,SKU_20,133
2024-04-08,SKU_20,184
2024-04-09,SKU_20,174
2024-04-10,SKU_20,133
2024-04-11,SKU_20,176
2024-04-12,SKU_20,152
2024-04-13,SKU_20,151
2024-04-14,SKU_20,134
2024-04-15,SKU_20,136
2024-04-16,SKU_20,137
2024-04-17,SKU_20,140
2024-04-18,SKU_20,159
2024-04-19,SKU_20,154
2024-04-20,SKU_20,142
2024-04-21,SKU_20,133
2024-04-22,SKU_20,152
2024-04-23,SKU_20,192
2024-04-24,SKU_20,157
2024-04-25,SKU_20,147
2024-04-26,SKU_20,120
2024-04-27,SKU_20,144
2024-04-28,SKU_20,144
2024-04-29,SKU_20,145
2024-04-30,SKU_20,145
2024-05-01,SKU_20,153
2024-05-02,SKU_20,141
2024-05-03,SKU_20,122
2024-05-04,SKU_20,140
2024-05-05,SKU_20,154
2024-05-06,SKU_20,170
2024-05-07,SKU_20,147
2024-05-08,SKU_20,136
2024-05-09,SKU_20,148
2024-05-10,SKU_20,144
2024-05-11,SKU_20,134
2024-05-12,SKU_20,114
2024-05-13,SKU_20,131
2024-05-14,SKU_20,132
2024-05-15,SKU_20,132
2024-05-16,SKU_20,143
2024-05-17,SKU_20,137
2024-05-18,SKU_20,162
2024-05-19,SKU_20,120
2024-05-20,SKU_20,126
2024-05-21,SKU_20,136
2024-05-22,SKU_20,139
2024-05-23,SKU_20,127
2024-05-24,SKU_20,124
2024-05-25,SKU_20,129
2024-05-26,SKU_20,125
2024-05-27,SKU_20,124
2024-05-28,SKU_20,128
2024-05-29,SKU_20,134
2024-05-30,SKU_20,135
2024-05-31,SKU_20,136
2024-06-01,SKU_20,141
2024-06-02,SKU_20,138
2024-06-03,SKU_20,129
2024-06-04,SKU_20,122
2024-06-05,SKU_20,124
2024-06-06,SKU_20,138
2024-06-07,SKU_20,119
2024-06-08,SKU_20,134
2024-06-09,SKU_20,104
2024-06-10,SKU_20,125
2024-06-11,SKU_20,112
2024-06-12,SKU_20,123
2024-06-13,SKU_20,120
2024-06-14,SKU_20,120
2024-06-15,SKU_20,89
2024-06-16,SKU_20,117
2024-06-17,SKU_20,100
2024-06-18,SKU_20,119
2024-06-19,SKU_20,98
2024-06-20,SKU_20,129
2024-06-21,SKU_20,101
2024-06-22,SKU_20,125
2024-06-23,SKU_20,94
2024-06-24,SKU_20,113
2024-06-25,SKU_20,95
2024-06-26,SKU_20,109
2024-06-27,SKU_20,100
2024-06-28,SKU_20,102
2024-06-29,SKU_20,101
2024-06-30,SKU_20,78
2024-07-01,SKU_20,93
2024-07-02,SKU_20,102
2024-07-03,SKU_20,124
2024-07-04,SKU_20,89
2024-07-05,SKU_20,131
2024-07-06,SKU_20,86
2024-07-07,SKU_20,91
2024-07-08,SKU_20,79
2024-07-09,SKU_20,86
2024-07-10,SKU_20,106
2024-07-11,SKU_20,95
2024-07-12,SKU_20,82
2024-07-13,SKU_20,104
2024-07-14,SKU_20,91
2024-07-15,SKU_20,86
2024-07-16,SKU_20,66
2024-07-17,SKU_20,91
2024-07-18,SKU_20,67
2024-07-19,SKU_20,80
2024-07-20,SKU_20,75
2024-07-21,SKU_20,88
2024-07-22,SKU_20,63
2024-07-23,SKU_20,60
2024-07-24,SKU_20,82
2024-07-25,SKU_20,80
2024-07-26,SKU_20,79
2024-07-27,SKU_20,68
2024-07-28,SKU_20,80
2024-07-29,SKU_20,71
2024-07-30,SKU_20,81
2024-07-31,SKU_20,78
2024-08-01,SKU_20,97
2024-08-02,SKU_20,66
2024-08-03,SKU_20,47
2024-08-04,SKU_20,72
2024-08-05,SKU_20,75
2024-08-06,SKU_20,43
2024-08-07,SKU_20,71
2024-08-08,SKU_20,60
2024-08-09,SKU_20,48
2024-08-10,SKU_20,68
2024-08-11,SKU_20,92
2024-08-12,SKU_20,62
2024-08-13,SKU_20,63
2024-08-14,SKU_20,64
2024-08-15,SKU_20,73
2024-08-16,SKU_20,86
2024-08-17,SKU_20,92
2024-08-18,SKU_20,56
2024-08-19,SKU_20,52
2024-08-20,SKU_20,44
2024-08-21,SKU_20,76
2024-08-22,SKU_20,52
2024-08-23,SKU_20,60
2024-08-24,SKU_20,47
2024-08-25,SKU_20,51
2024-08-26,SKU_20,65
2024-08-27,SKU_20,50
2024-08-28,SKU_20,53
2024-08-29,SKU_20,51
2024-08-30,SKU_20,59
2024-08-31,SKU_20,71
2024-09-01,SKU_20,62
2024-09-02,SKU_20,72
2024-09-03,SKU_20,45
2024-09-04,SKU_20,68
2024-09-05,SKU_20,38
2024-09-06,SKU_20,47
2024-09-07,SKU_20,35
2024-09-08,SKU_20,48
2024-09-09,SKU_20,43
2024-09-10,SKU_20,52
2024-09-11,SKU_20,48
2024-09-12,SKU_20,40
2024-09-13,SKU_20,37
2024-09-14,SKU_20,67
2024-09-15,SKU_20,42
2024-09-16,SKU_20,53
2024-09-17,SKU_20,50
2024-09-18,SKU_20,36
2024-09-19,SKU_20,47
2024-09-20,SKU_20,49
2024-09-21,SKU_20,35
2024-09-22,SKU_20,63
2024-09-23,SKU_20,38
2024-09-24,SKU_20,45
2024-09-25,SKU_20,21
2024-09-26,SKU_20,52
2024-09-27,SKU_20,51
2024-09-28,SKU_20,41
2024-09-29,SKU_20,53
2024-09-30,SKU_20,42
2024-10-01,SKU_20,58
2024-10-02,SKU_20,49
2024-10-03,SKU_20,33
2024-10-04,SKU_20,65
2024-10-05,SKU_20,68
2024-10-06,SKU_20,50
2024-10-07,SKU_20,44
2024-10-08,SKU_20,38
2024-10-09,SKU_20,45
2024-10-10,SKU_20,65
2024-10-11,SKU_20,65
2024-10-12,SKU_20,41
2024-10-13,SKU_20,51
2024-10-14,SKU_20,45
2024-10-15,SKU_20,54
2024-10-16,SKU_20,65
2024-10-17,SKU_20,65
2024-10-18,SKU_20,59
2024-10-19,SKU_20,66
2024-10-20,SKU_20,44
2024-10-21,SKU_20,37
2024-10-22,SKU_20,36
2024-10-23,SKU_20,63
2024-10-24,SKU_20,53
2024-10-25,SKU_20,72
2024-10-26,SKU_20,39
2024-10-27,SKU_20,80
2024-10-28,SKU_20,40
2024-10-29,SKU_20,55
2024-10-30,SKU_20,57
2024-10-31,SKU_20,82
2024-11-01,SKU_20,68
2024-11-02,SKU_20,62
2024-11-03,SKU_20,52
2024-11-04,SKU_20,73
2024-11-05,SKU_20,43
2024-11-06,SKU_20,66
2024-11-07,SKU_20,52
2024-11-08,SKU_20,61
2024-11-09,SKU_20,78
2024-11-10,SKU_20,69
2024-11-11,SKU_20,67
2024-11-12,SKU_20,58
2024-11-13,SKU_20,49
2024-11-14,SKU_20,80
2024-11-15,SKU_20,81
2024-11-16,SKU_20,46
2024-11-17,SKU_20,66
2024-11-18,SKU_20,66
2024-11-19,SKU_20,86
2024-11-20,SKU_20,55
2024-11-21,SKU_20,59
2024-11-22,SKU_20,60
2024-11-23,SKU_20,90
2024-11-24,SKU_20,69
2024-11-25,SKU_20,75
2024-11-26,SKU_20,74
2024-11-27,SKU_20,89
2024-11-28,SKU_20,76
2024-11-29,SKU_20,87
2024-11-30,SKU_20,91
2024-12-01,SKU_20,61
2024-12-02,SKU_20,72
2024-12-03,SKU_20,56
2024-12-04,SKU_20,85
2024-12-05,SKU_20,73
2024-12-06,SKU_20,105
2024-12-07,SKU_20,91
2024-12-08,SKU_20,86
2024-12-09,SKU_20,62
2024-12-10,SKU_20,94
2024-12-11,SKU_20,91
2024-12-12,SKU_20,80
2024-12-13,SKU_20,88
2024-12-14,SKU_20,85
2024-12-15,SKU_20,100
2024-12-16,SKU_20,86
2024-12-17,SKU_20,90
2024-12-18,SKU_20,72
2024-12-19,SKU_20,105
2024-12-20,SKU_20,103
2024-12-21,SKU_20,104
2024-12-22,SKU_20,92
2024-12-23,SKU_20,98
2024-12-24,SKU_20,82
2024-12-25,SKU_20,96
2024-12-26,SKU_20,99
2024-12-27,SKU_20,109
2024-12-28,SKU_20,99
2024-12-29,SKU_20,113
2024-12-30,SKU_20,105
2024-01-01,SKU_21,103
2024-01-02,SKU_21,103
2024-01-03,SKU_21,105
2024-01-04,SKU_21,117
2024-01-05,SKU_21,119
2024-01-06,SKU_21,98
2024-01-07,SKU_21,103
2024-01-08,SKU_21,124
2024-01-09,SKU_21,127
2024-01-10,SKU_21,116
2024-01-11,SKU_21,114
2024-01-12,SKU_21,120
2024-01-13,SKU_21,104
2024-01-14,SKU_21,80
2024-01-15,SKU_21,103
2024-01-16,SKU_21,103
2024-01-17,SKU_21,125
2024-01-18,SKU_21,108
2024-01-19,SKU_21,112
2024-01-20,SKU_21,102
2024-01-21,SKU_21,124
2024-01-22,SKU_21,102
2024-01-23,SKU_21,136
2024-01-24,SKU_21,87
2024-01-25,SKU_21,116
2024-01-26,SKU_21,115
2024-01-27,SKU_21,124
2024-01-28,SKU_21,109
2024-01-29,SKU_21,125
2024-01-30,SKU_21,148
2024-01-31,SKU_21,129
2024-02-01,SKU_21,128
2024-02-02,SKU_21,139
2024-02-03,SKU_21,127
2024-02-04,SKU_21,83
2024-02-05,SKU_21,129
2024-02-06,SKU_21,119
2024-02-07,SKU_21,127
2024-02-08,SKU_21,137
2024-02-09,SKU_21,128
2024-02-10,SKU_21,146
2024-02-11,SKU_21,146
2024-02-12,SKU_21,135
2024-02-13,SKU_21,141
2024-02-14,SKU_21,148
2024-02-15,SKU_21,145
2024-02-16,SKU_21,157
2024-02-17,SKU_21,123
2024-02-18,SKU_21,118
2024-02-19,SKU_21,157
2024-02-20,SKU_21,140
2024-02-21,SKU_21,169
2024-02-22,SKU_21,124
2024-02-23,SKU_21,138
2024-02-24,SKU_21,155
2024-02-25,SKU_21,128
2024-02-26,SKU_21,129
2024-02-27,SKU_21,139
2024-02-28,SKU_21,145
2024-02-29,SKU_21,165
2024-03-01,SKU_21,133
2024-03-02,SKU_21,131
2024-03-03,SKU_21,170
2024-03-04,SKU_21,155
2024-03-05,SKU_21,166
2024-03-06,SKU_21,163
2024-03-07,SKU_21,129
2024-03-08,SKU_21,142
2024-03-09,SKU_21,145
2024-03-10,SKU_21,156
2024-03-11,SKU_21,168
2024-03-12,SKU_21,159
2024-03-13,SKU_21,124
2024-03-14,SKU_21,177
2024-03-15,SKU_21,148
2024-03-16,SKU_21,153
2024-03-17,SKU_21,139
2024-03-18,SKU_21,142
2024-03-19,SKU_21,153
2024-03-20,SKU_21,155
2024-03-21,SKU_21,160
2024-03-22,SKU_21,131
2024-03-23,SKU_21,155
2024-03-24,SKU_21,163
2024-03-25,SKU_21,124
2024-03-26,SKU_21,159
2024-03-27,SKU_21,176
2024-03-28,SKU_21,137
2024-03-29,SKU_21,156
2024-03-30,SKU_21,151
2024-03-31,SKU_21,139
2024-04-01,SKU_21,146
2024-04-02,SKU_21,152
2024-04-03,SKU_21,138
2024-04-04,SKU_21,144
2024-04-05,SKU_21,158
2024-04-06,SKU_21,141
2024-04-07,SKU_21,143
2024-04-08,SKU_21,128
2024-04-09,SKU_21,166
2024-04-10,SKU_21,151
2024-04-11,SKU_21,143
2024-04-12,SKU_21,167
2024-04-13,SKU_21,170
2024-04-14,SKU_21,125
2024-04-15,SKU_21,158
2024-04-16,SKU_21,157
2024-04-17,SKU_21,139
2024-04-18,SKU_21,160
2024-04-19,SKU_21,134
2024-04-20,SKU_21,152
2024-04-21,SKU_21,117
2024-04-22,SKU_21,131
2024-04-23,SKU_21,149
2024-04-24,SKU_21,147
2024-04-25,SKU_21,162
2024-04-26,SKU_21,158
2024-04-27,SKU_21,141
2024-04-28,SKU_21,123
2024-04-29,SKU_21,151
2024-04-30,SKU_21,132
2024-05-01,SKU_21,147
2024-05-02,SKU_21,149
2024-05-03,SKU_21,150
2024-05-04,SKU_21,139
2024-05-05,SKU_21,141
2024-05-06,SKU_21,135
2024-05-07,SKU_21,131
2024-05-08,SKU_21,156
2024-05-09,SKU_21,154
2024-05-10,SKU_21,151
2024-05-11,SKU_21,150
2024-05-12,SKU_21,125
2024-05-13,SKU_21,142
2024-05-14,SKU_21,123
2024-05-15,SKU_21,136
2024-05-16,SKU_21,115
2024-05-17,SKU_21,148
2024-05-18,SKU_21,145
2024-05-19,SKU_21,141
2024-05-20,SKU_21,143
2024-05-21,SKU_21,125
2024-05-22,SKU_21,118
2024-05-23,SKU_21,127
2024-05-24,SKU_21,133
2024-05-25,SKU_21,123
2024-05-26,SKU_21,136
2024-05-27,SKU_21,165
2024-05-28,SKU_21,121
2024-05-29,SKU_21,110
2024-05-30,SKU_21,155
2024-05-31,SKU_21,137
2024-06-01,SKU_21,134
2024-06-02,SKU_21,132
2024-06-03,SKU_21,124
2024-06-04,SKU_21,101
2024-06-05,SKU_21,110
2024-06-06,SKU_21,109
2024-06-07,SKU_21,112
2024-06-08,SKU_21,114
2024-06-09,SKU_21,124
2024-06-10,SKU_21,140
2024-06-11,SKU_21,119
2024-06-12,SKU_21,112
2024-06-13,SKU_21,119
2024-06-14,SKU_21,120
2024-06-15,SKU_21,115
2024-06-16,SKU_21,148
2024-06-17,SKU_21,106
2024-06-18,SKU_21,108
2024-06-19,SKU_21,151
2024-06-20,SKU_21,123
2024-06-21,SKU_21,114
2024-06-22,SKU_21,102
2024-06-23,SKU_21,123
2024-06-24,SKU_21,112
2024-06-25,SKU_21,112
2024-06-26,SKU_21,98
2024-06-27,SKU_21,96
2024-06-28,SKU_21,92
2024-06-29,SKU_21,118
2024-06-30,SKU_21,99
2024-07-01,SKU_21,98
2024-07-02,SKU_21,71
2024-07-03,SKU_21,101
2024-07-04,SKU_21,109
2024-07-05,SKU_21,92
2024-07-06,SKU_21,81
2024-07-07,SKU_21,109
2024-07-08,SKU_21,88
2024-07-09,SKU_21,101
2024-07-10,SKU_21,109
2024-07-11,SKU_21,97
2024-07-12,SKU_21,76
2024-07-13,SKU_21,105
2024-07-14,SKU_21,70
2024-07-15,SKU_21,106
2024-07-16,SKU_21,84
2024-07-17,SKU_21,73
2024-07-18,SKU_21,81
2024-07-19,SKU_21,86
2024-07-20,SKU_21,83
2024-07-21,SKU_21,57
2024-07-22,SKU_21,80
2024-07-23,SKU_21,63
2024-07-24,SKU_21,85
2024-07-25,SKU_21,92
2024-07-26,SKU_21,70
2024-07-27,SKU_21,88
2024-07-28,SKU_21,53
2024-07-29,SKU_21,44
2024-07-30,SKU_21,72
2024-07-31,SKU_21,61
2024-08-01,SKU_21,55
2024-08-02,SKU_21,87
2024-08-03,SKU_21,63
2024-08-04,SKU_21,82
2024-08-05,SKU_21,61
2024-08-06,SKU_21,57
2024-08-07,SKU_21,69
2024-08-08,SKU_21,84
2024-08-09,SKU_21,52
2024-08-10,SKU_21,59
2024-08-11,SKU_21,37
2024-08-12,SKU_21,55
2024-08-13,SKU_21,70
2024-08-14,SKU_21,59
2024-08-15,SKU_21,69
2024-08-16,SKU_21,56
2024-08-17,SKU_21,47
2024-08-18,SKU_21,37
2024-08-19,SKU_21,46
2024-08-20,SKU_21,60
2024-08-21,SKU_21,46
2024-08-22,SKU_21,69
2024-08-23,SKU_21,72
2024-08-24,SKU_21,63
2024-08-25,SKU_21,65
2024-08-26,SKU_21,48
2024-08-27,SKU_21,55
2024-08-28,SKU_21,79
2024-08-29,SKU_21,74
2024-08-30,SKU_21,47
2024-08-31,SKU_21,26
2024-09-01,SKU_21,62
2024-09-02,SKU_21,48
2024-09-03,SKU_21,57
2024-09-04,SKU_21,92
2024-09-05,SKU_21,58
2024-09-06,SKU_21,56
2024-09-07,SKU_21,69
2024-09-08,SKU_21,44
2024-09-09,SKU_21,55
2024-09-10,SKU_21,58
2024-09-11,SKU_21,63
2024-09-12,SKU_21,50
2024-09-13,SKU_21,51
2024-09-14,SKU_21,51
2024-09-15,SKU_21,50
2024-09-16,SKU_21,55
2024-09-17,SKU_21,49
2024-09-18,SKU_21,65
2024-09-19,SKU_21,46
2024-09-20,SKU_21,28
2024-09-21,SKU_21,33
2024-09-22,SKU_21,56
2024-09-23,SKU_21,45
2024-09-24,SKU_21,51
2024-09-25,SKU_21,55
2024-09-26,SKU_21,51
2024-09-27,SKU_21,47
2024-09-28,SKU_21,44
2024-09-29,SKU_21,44
2024-09-30,SKU_21,35
2024-10-01,SKU_21,36
2024-10-02,SKU_21,36
2024-10-03,SKU_21,42
2024-10-04,SKU_21,36
2024-10-05,SKU_21,58
2024-10-06,SKU_21,30
2024-10-07,SKU_21,45
2024-10-08,SKU_21,50
2024-10-09,SKU_21,56
2024-10-10,SKU_21,21
2024-10-11,SKU_21,57
2024-10-12,SKU_21,59
2024-10-13,SKU_21,63
2024-10-14,SKU_21,60
2024-10-15,SKU_21,66
2024-10-16,SKU_21,61
2024-10-17,SKU_21,51
2024-10-18,SKU_21,47
2024-10-19,SKU_21,36
2024-10-20,SKU_21,56
2024-10-21,SKU_21,33
2024-10-22,SKU_21,64
2024-10-23,SKU_21,56
2024-10-24,SKU_21,55
2024-10-25,SKU_21,48
2024-10-26,SKU_21,61
2024-10-27,SKU_21,30
2024-10-28,SKU_21,59
2024-10-29,SKU_21,57
2024-10-30,SKU_21,70
2024-10-31,SKU_21,47
2024-11-01,SKU_21,67
2024-11-02,SKU_21,41
2024-11-03,SKU_21,72
2024-11-04,SKU_21,68
2024-11-05,SKU_21,75
2024-11-06,SKU_21,45
2024-11-07,SKU_21,69
2024-11-08,SKU_21,46
2024-11-09,SKU_21,74
2024-11-10,SKU_21,63
2024-11-11,SKU_21,71
2024-11-12,SKU_21,54
2024-11-13,SKU_21,70
2024-11-14,SKU_21,66
2024-11-15,SKU_21,53
2024-11-16,SKU_21,69
2024-11-17,SKU_21,72
2024-11-18,SKU_21,61
2024-11-19,SKU_21,54
2024-11-20,SKU_21,61
2024-11-21,SKU_21,55
2024-11-22,SKU_21,75
2024-11-23,SKU_21,61
2024-11-24,SKU_21,71
2024-11-25,SKU_21,70
2024-11-26,SKU_21,53
2024-11-27,SKU_21,53
2024-11-28,SKU_21,72
2024-11-29,SKU_21,74
2024-11-30,SKU_21,100
2024-12-01,SKU_21,71
2024-12-02,SKU_21,58
2024-12-03,SKU_21,88
2024-12-04,SKU_21,91
2024-12-05,SKU_21,72
2024-12-06,SKU_21,83
2024-12-07,SKU_21,81
2024-12-08,SKU_21,93
2024-12-09,SKU_21,65
2024-12-10,SKU_21,82
2024-12-11,SKU_21,76
2024-12-12,SKU_21,85
2024-12-13,SKU_21,59
2024-12-14,SKU_21,95
2024-12-15,SKU_21,68
2024-12-16,SKU_21,85
2024-12-17,SKU_21,100
2024-12-18,SKU_21,67
2024-12-19,SKU_21,96
2024-12-20,SKU_21,81
2024-12-21,SKU_21,123
2024-12-22,SKU_21,103
2024-12-23,SKU_21,91
2024-12-24,SKU_21,118
2024-12-25,SKU_21,108
2024-12-26,SKU_21,100
2024-12-27,SKU_21,95
2024-12-28,SKU_21,105
2024-12-29,SKU_21,123
2024-12-30,SKU_21,95
2024-01-01,SKU_22,98
2024-01-02,SKU_22,117
2024-01-03,SKU_22,106
2024-01-04,SKU_22,119
2024-01-05,SKU_22,109
2024-01-06,SKU_22,102
2024-01-07,SKU_22,123
2024-01-08,SKU_22,105
2024-01-09,SKU_22,111
2024-01-10,SKU_22,121
2024-01-11,SKU_22,103
2024-01-12,SKU_22,120
2024-01-13,SKU_22,106
2024-01-14,SKU_22,120
2024-01-15,SKU_22,123
2024-01-16,SKU_22,130
2024-01-17,SKU_22,110
2024-01-18,SKU_22,105
2024-01-19,SKU_22,103
2024-01-20,SKU_22,115
2024-01-21,SKU_22,111
2024-01-22,SKU_22,123
2024-01-23,SKU_22,103
2024-01-24,SKU_22,116
2024-01-25,SKU_22,124
2024-01-26,SKU_22,134
2024-01-27,SKU_22,117
2024-01-28,SKU_22,113
2024-01-29,SKU_22,128
2024-01-30,SKU_22,149
2024-01-31,SKU_22,126
2024-02-01,SKU_22,127
2024-02-02,SKU_22,117
2024-02-03,SKU_22,134
2024-02-04,SKU_22,115
2024-02-05,SKU_22,106
2024-02-06,SKU_22,135
2024-02-07,SKU_22,120
2024-02-08,SKU_22,146
2024-02-09,SKU_22,135
2024-02-10,SKU_22,151
2024-02-11,SKU_22,136
2024-02-12,SKU_22,133
2024-02-13,SKU_22,156
2024-02-14,SKU_22,128
2024-02-15,SKU_22,130
2024-02-16,SKU_22,124
2024-02-17,SKU_22,155
2024-02-18,SKU_22,140
2024-02-19,SKU_22,159
2024-02-20,SKU_22,138
2024-02-21,SKU_22,149
2024-02-22,SKU_22,140
2024-02-23,SKU_22,158
2024-02-24,SKU_22,157
2024-02-25,SKU_22,134
2024-02-26,SKU_22,137
2024-02-27,SKU_22,156
2024-02-28,SKU_22,129
2024-02-29,SKU_22,139
2024-03-01,SKU_22,138
2024-03-02,SKU_22,167
2024-03-03,SKU_22,146
2024-03-04,SKU_22,169
2024-03-05,SKU_22,150
2024-03-06,SKU_22,152
2024-03-07,SKU_22,124
2024-03-08,SKU_22,148
2024-03-09,SKU_22,153
2024-03-10,SKU_22,137
2024-03-11,SKU_22,155
2024-03-12,SKU_22,149
2024-03-13,SKU_22,165
2024-03-14,SKU_22,180
2024-03-15,SKU_22,150
2024-03-16,SKU_22,161
2024-03-17,SKU_22,142
2024-03-18,SKU_22,167
2024-03-19,SKU_22,144
2024-03-20,SKU_22,149
2024-03-21,SKU_22,151
2024-03-22,SKU_22,139
2024-03-23,SKU_22,148
2024-03-24,SKU_22,149
2024-03-25,SKU_22,168
2024-03-26,SKU_22,145
2024-03-27,SKU_22,131
2024-03-28,SKU_22,159
2024-03-29,SKU_22,158
2024-03-30,SKU_22,138
2024-03-31,SKU_22,149
2024-04-01,SKU_22,152
2024-04-02,SKU_22,163
2024-04-03,SKU_22,159
2024-04-04,SKU_22,128
2024-04-05,SKU_22,153
2024-04-06,SKU_22,139
2024-04-07,SKU_22,149
2024-04-08,SKU_22,145
2024-04-09,SKU_22,156
2024-04-10,SKU_22,175
2024-04-11,SKU_22,126
2024-04-12,SKU_22,152
2024-04-13,SKU_22,141
2024-04-14,SKU_22,146
2024-04-15,SKU_22,133
2024-04-16,SKU_22,147
2024-04-17,SKU_22,161
2024-04-18,SKU_22,132
2024-04-19,SKU_22,123
2024-04-20,SKU_22,136
2024-04-21,SKU_22,160
2024-04-22,SKU_22,153
2024-04-23,SKU_22,156
2024-04-24,SKU_22,159
2024-04-25,SKU_22,130
2024-04-26,SKU_22,135
2024-04-27,SKU_22,139
2024-04-28,SKU_22,129
2024-04-29,SKU_22,148
2024-04-30,SKU_22,145
2024-05-01,SKU_22,140
2024-05-02,SKU_22,138
2024-05-03,SKU_22,143
2024-05-04,SKU_22,144
2024-05-05,SKU_22,170
2024-05-06,SKU_22,138
2024-05-07,SKU_22,144
2024-05-08,SKU_22,139
2024-05-09,SKU_22,134
2024-05-10,SKU_22,130
2024-05-11,SKU_22,144
2024-05-12,SKU_22,143
2024-05-13,SKU_22,108
2024-05-14,SKU_22,139
2024-05-15,SKU_22,126
2024-05-16,SKU_22,120
2024-05-17,SKU_22,123
2024-05-18,SKU_22,138
2024-05-19,SKU_22,153
2024-05-20,SKU_22,129
2024-05-21,SKU_22,140
2024-05-22,SKU_22,103
2024-05-23,SKU_22,128
2024-05-24,SKU_22,137
2024-05-25,SKU_22,148
2024-05-26,SKU_22,124
2024-05-27,SKU_22,146
2024-05-28,SKU_22,140
2024-05-29,SKU_22,129
2024-05-30,SKU_22,110
2024-05-31,SKU_22,133
2024-06-01,SKU_22,126
2024-06-02,SKU_22,115
2024-06-03,SKU_22,103
2024-06-04,SKU_22,105
2024-06-05,SKU_22,111
2024-06-06,SKU_22,110
2024-06-07,SKU_22,128
2024-06-08,SKU_22,129
2024-06-09,SKU_22,143
2024-06-10,SKU_22,122
2024-06-11,SKU_22,111
2024-06-12,SKU_22,107
2024-06-13,SKU_22,113
2024-06-14,SKU_22,112
2024-06-15,SKU_22,100
2024-06-16,SKU_22,129
2024-06-17,SKU_22,100
2024-06-18,SKU_22,141
2024-06-19,SKU_22,99
2024-06-20,SKU_22,115
2024-06-21,SKU_22,115
2024-06-22,SKU_22,105
2024-06-23,SKU_22,106
2024-06-24,SKU_22,109
2024-06-25,SKU_22,90
2024-06-26,SKU_22,118
2024-06-27,SKU_22,109
2024-06-28,SKU_22,99
2024-06-29,SKU_22,103
2024-06-30,SKU_22,128
2024-07-01,SKU_22,101
2024-07-02,SKU_22,111
2024-07-03,SKU_22,97
2024-07-04,SKU_22,69
2024-07-05,SKU_22,107
2024-07-06,SKU_22,107
2024-07-07,SKU_22,100
2024-07-08,SKU_22,83
2024-07-09,SKU_22,104
2024-07-10,SKU_22,105
2024-07-11,SKU_22,79
2024-07-12,SKU_22,104
2024-07-13,SKU_22,115
2024-07-14,SKU_22,97
2024-07-15,SKU_22,92
2024-07-16,SKU_22,88
2024-07-17,SKU_22,81
2024-07-18,SKU_22,78
2024-07-19,SKU_22,67
2024-07-20,SKU_22,97
2024-07-21,SKU_22,96
2024-07-22,SKU_22,83
2024-07-23,SKU_22,101
2024-07-24,SKU_22,68
2024-07-25,SKU_22,64
2024-07-26,SKU_22,65
2024-07-27,SKU_22,84
2024-07-28,SKU_22,77
2024-07-29,SKU_22,81
2024-07-30,SKU_22,78
2024-07-31,SKU_22,78
2024-08-01,SKU_22,63
2024-08-02,SKU_22,62
2024-08-03,SKU_22,81
2024-08-04,SKU_22,72
2024-08-05,SKU_22,51
2024-08-06,SKU_22,74
2024-08-07,SKU_22,77
2024-08-08,SKU_22,66
2024-08-09,SKU_22,68
2024-08-10,SKU_22,57
2024-08-11,SKU_22,65
2024-08-12,SKU_22,87
2024-08-13,SKU_22,60
2024-08-14,SKU_22,76
2024-08-15,SKU_22,55
2024-08-16,SKU_22,69
2024-08-17,SKU_22,70
